class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
down,0.47031497955322266,0.45841068029403687,-0.6759377717971802,0.9998327493667603,0.4770205020904541,0.44293132424354553,-0.6659575700759888,0.9997029900550842,0.4807727336883545,0.44237396121025085,-0.665908694267273,0.9996955990791321,0.48439493775367737,0.44175592064857483,-0.6659830212593079,0.9997355341911316,0.46853241324424744,0.4419994652271271,-0.6548870801925659,0.9995872974395752,0.4660972058773041,0.44058290123939514,-0.6549948453903198,0.9994470477104187,0.46376052498817444,0.4389899671077728,-0.6550408601760864,0.9995248317718506,0.49326640367507935,0.44098493456840515,-0.5703892111778259,0.9994573593139648,0.46615928411483765,0.43667078018188477,-0.5237787961959839,0.9993384480476379,0.47750958800315857,0.4701234698295593,-0.6386321783065796,0.9999050498008728,0.46868839859962463,0.46830886602401733,-0.6251095533370972,0.9998317360877991,0.5277183651924133,0.5159599781036377,-0.5027172565460205,0.9999734163284302,0.44854098558425903,0.4914565980434418,-0.3717489540576935,0.9998805522918701,0.5394275188446045,0.6364398002624512,-0.5336936712265015,0.9947283864021301,0.43703269958496094,0.6133049726486206,-0.3658176362514496,0.9800927639007568,0.5421987771987915,0.7584802508354187,-0.5792256593704224,0.9911309480667114,0.4310615062713623,0.71885085105896,-0.4228857457637787,0.9813635349273682,0.5483632683753967,0.789982795715332,-0.6244702935218811,0.983253002166748,0.42832034826278687,0.7453550696372986,-0.44632062315940857,0.9624829292297363,0.5410923957824707,0.7986420392990112,-0.6359862089157104,0.9828713536262512,0.43196946382522583,0.7477959394454956,-0.474331796169281,0.9645996689796448,0.5388342142105103,0.790553629398346,-0.5855988264083862,0.9695636034011841,0.43477797508239746,0.7392577528953552,-0.4356330335140228,0.9563583135604858,0.5418131947517395,0.5851349830627441,-0.04763277247548103,0.9997826814651489,0.49733060598373413,0.586534321308136,0.047509729862213135,0.9985699653625488,0.5294609069824219,0.6664182543754578,-0.3601248860359192,0.9609061479568481,0.4483209252357483,0.6609207987785339,-0.12002648413181305,0.9156642556190491,0.5411068201065063,0.8210156559944153,-0.14223650097846985,0.9840676784515381,0.4573298394680023,0.7972891330718994,0.10346709191799164,0.9211727976799011,0.5444639921188354,0.8267760276794434,-0.12745720148086548,0.8405690789222717,0.46710723638534546,0.8196008205413818,0.12028473615646362,0.8863255977630615,0.5396223664283752,0.8904761672019958,-0.2512122690677643,0.965129017829895,0.43094658851623535,0.8519909381866455,0.02454730123281479,0.9123893976211548
down,0.4703550338745117,0.4598858654499054,-0.6733222603797913,0.9999064207077026,0.477114737033844,0.44465264678001404,-0.663594126701355,0.9998183250427246,0.4807853698730469,0.44434216618537903,-0.6635431051254272,0.9998120069503784,0.48439526557922363,0.44387826323509216,-0.6636157035827637,0.9998162984848022,0.468622624874115,0.44357070326805115,-0.6521393060684204,0.9997428059577942,0.4661864638328552,0.44218865036964417,-0.6522417068481445,0.9996786117553711,0.4638454020023346,0.4406161308288574,-0.6522839069366455,0.9997119307518005,0.4931759834289551,0.44337180256843567,-0.5685251951217651,0.9996273517608643,0.46631115674972534,0.43837207555770874,-0.5208407640457153,0.9995806813240051,0.4774647355079651,0.47173407673835754,-0.6361676454544067,0.9999430775642395,0.4684050679206848,0.46987131237983704,-0.6222643256187439,0.9999021291732788,0.5275877714157104,0.5185989141464233,-0.5039347410202026,0.9999774694442749,0.4482530653476715,0.4929072856903076,-0.36708810925483704,0.9998948574066162,0.5393205881118774,0.6403568983078003,-0.5363193154335022,0.995561420917511,0.43695682287216187,0.6131424307823181,-0.36083438992500305,0.9842482805252075,0.5427571535110474,0.7612712383270264,-0.582553505897522,0.9938532114028931,0.4313223958015442,0.7194204330444336,-0.41905921697616577,0.986390233039856,0.5484344363212585,0.7934096455574036,-0.627898633480072,0.9879045486450195,0.4284646511077881,0.7451417446136475,-0.4416508078575134,0.9713736772537231,0.5411286354064941,0.8029012084007263,-0.6393746733665466,0.9873729348182678,0.43203026056289673,0.7474517822265625,-0.46900734305381775,0.9727300405502319,0.539108157157898,0.7936971783638,-0.5889276266098022,0.9764164090156555,0.43524736166000366,0.7390593886375427,-0.4314214289188385,0.9646067023277283,0.5420045852661133,0.5869901180267334,-0.04911353439092636,0.9998688101768494,0.49788570404052734,0.5886049866676331,0.04898236319422722,0.9991307258605957,0.5285614132881165,0.666603147983551,-0.3866925835609436,0.9662070870399475,0.4477163255214691,0.661720335483551,-0.11839870363473892,0.9239635467529297,0.5408437252044678,0.8217735290527344,-0.1781574934720993,0.9875366687774658,0.4575723707675934,0.7966116070747375,0.10118214786052704,0.9398953318595886,0.5444529056549072,0.8279950618743896,-0.16405174136161804,0.8670215010643005,0.4671024680137634,0.8184792995452881,0.11757564544677734,0.908800482749939,0.5395456552505493,0.8903673887252808,-0.28827205300331116,0.9720184803009033,0.43121713399887085,0.8513121604919434,0.02318965271115303,0.9298588633537292
down,0.4706806242465973,0.45735007524490356,-0.6666865348815918,0.9999387264251709,0.4775985777378082,0.44221946597099304,-0.6571731567382812,0.9998621940612793,0.4812641739845276,0.4419563412666321,-0.6571232080459595,0.9998546242713928,0.48460015654563904,0.4418197572231293,-0.6571973562240601,0.9998372197151184,0.4690433144569397,0.44113001227378845,-0.6463421583175659,0.9998049736022949,0.4667532444000244,0.43975499272346497,-0.6464509963989258,0.9997790455818176,0.46458086371421814,0.43804532289505005,-0.6465005874633789,0.9997908473014832,0.49308985471725464,0.44170573353767395,-0.5627453923225403,0.9996732473373413,0.4664720594882965,0.43643438816070557,-0.5167931318283081,0.9996773600578308,0.47781676054000854,0.4694739878177643,-0.6294050216674805,0.9999580979347229,0.4683995842933655,0.46771132946014404,-0.616148829460144,0.999932587146759,0.5270329713821411,0.5178965330123901,-0.49466103315353394,0.9999760985374451,0.44811949133872986,0.49170544743537903,-0.3628033399581909,0.9999030232429504,0.5367060899734497,0.6388059258460999,-0.5190097093582153,0.9950065612792969,0.4369913935661316,0.609650194644928,-0.3561486601829529,0.9857035279273987,0.5398798584938049,0.7495917677879333,-0.5635432600975037,0.9942482113838196,0.431993305683136,0.7162379622459412,-0.4166147708892822,0.9880978465080261,0.5458019375801086,0.7850362062454224,-0.6076592206954956,0.9887081384658813,0.4290982186794281,0.7413239479064941,-0.43937355279922485,0.9744529724121094,0.5387942790985107,0.7907537817955017,-0.6196263432502747,0.9879200458526611,0.43272289633750916,0.7442600727081299,-0.4677165150642395,0.9753884673118591,0.5370919704437256,0.780125617980957,-0.570175051689148,0.9763102531433105,0.4365270137786865,0.735880970954895,-0.42945337295532227,0.9668172001838684,0.5425325632095337,0.5861498713493347,-0.049351584166288376,0.9999052286148071,0.49855127930641174,0.5872091054916382,0.049237724393606186,0.9993737936019897,0.5274670124053955,0.6738473176956177,-0.3503583073616028,0.9686474204063416,0.4480440616607666,0.6568530797958374,-0.12070053815841675,0.9294964671134949,0.5408071279525757,0.8238362073898315,-0.14990690350532532,0.9890812635421753,0.45751506090164185,0.7964933514595032,0.08486339449882507,0.9489608407020569,0.5450837016105652,0.8308160305023193,-0.13695727288722992,0.8795448541641235,0.46692171692848206,0.8186960816383362,0.09993641078472137,0.9207835793495178,0.5394261479377747,0.8905753493309021,-0.2599453330039978,0.9759554862976074,0.4309011399745941,0.8517167568206787,0.00591081939637661,0.9400267601013184
down,0.46910446882247925,0.42370036244392395,-0.67033851146698,0.9999552965164185,0.47513023018836975,0.40813910961151123,-0.662311851978302,0.9998701810836792,0.47866636514663696,0.40823283791542053,-0.6622623801231384,0.9998546242713928,0.4823625087738037,0.4080609977245331,-0.6623403429985046,0.9998146295547485,0.4675155580043793,0.40642791986465454,-0.6498934030532837,0.9998271465301514,0.4653443694114685,0.4055854082107544,-0.6500223875045776,0.9998327493667603,0.46328005194664,0.4048323333263397,-0.6501098871231079,0.9998360276222229,0.4919755458831787,0.4086013436317444,-0.5725516676902771,0.9996418356895447,0.46473461389541626,0.40443989634513855,-0.5201151967048645,0.9997366666793823,0.4769167900085449,0.43768399953842163,-0.6348912715911865,0.9999629855155945,0.46577849984169006,0.43647968769073486,-0.6193649172782898,0.99994957447052,0.5261167287826538,0.49111345410346985,-0.501003623008728,0.9999658465385437,0.4480523467063904,0.46876615285873413,-0.3595457673072815,0.9999114274978638,0.5320924520492554,0.616891622543335,-0.5216492414474487,0.9942289590835571,0.4371212124824524,0.5882127285003662,-0.34780412912368774,0.986366868019104,0.5343676805496216,0.7247076034545898,-0.5689634084701538,0.9940172433853149,0.4289998412132263,0.6974890828132629,-0.41184085607528687,0.9890831112861633,0.5389370918273926,0.7531980872154236,-0.6143174171447754,0.988787829875946,0.42798566818237305,0.7237167954444885,-0.43268948793411255,0.9760185480117798,0.5335918664932251,0.754134476184845,-0.6245890855789185,0.9877741932868958,0.4329342842102051,0.7281066179275513,-0.4634140431880951,0.9765611290931702,0.5306445360183716,0.7441033124923706,-0.5753547549247742,0.974381148815155,0.43616533279418945,0.720097541809082,-0.4254983365535736,0.9679937958717346,0.5449181795120239,0.55970698595047,-0.049698930233716965,0.9999160170555115,0.4996267259120941,0.5660380125045776,0.049632228910923004,0.9994944930076599,0.5293555855751038,0.678780198097229,-0.33493441343307495,0.9758862853050232,0.44935575127601624,0.65705406665802,-0.11997078359127045,0.9416760206222534,0.5402613878250122,0.8274062275886536,-0.16846534609794617,0.9912419319152832,0.4563818871974945,0.7966114282608032,0.06118657439947128,0.9564603567123413,0.544815182685852,0.8356029987335205,-0.15947958827018738,0.8922293186187744,0.46670255064964294,0.8203809857368469,0.07321316003799438,0.9271801710128784,0.5380532741546631,0.8910098671913147,-0.29450204968452454,0.979389488697052,0.43015798926353455,0.8511109948158264,-0.02585017681121826,0.9465285539627075
up,0.534942626953125,0.14849165081977844,-0.36691349744796753,0.9999760985374451,0.5386390686035156,0.12939587235450745,-0.3582482933998108,0.999929666519165,0.5418322086334229,0.12884750962257385,-0.35825490951538086,0.9999231696128845,0.5448880791664124,0.12841284275054932,-0.35828208923339844,0.9999303221702576,0.5274977684020996,0.1297314167022705,-0.35610565543174744,0.9999163746833801,0.5231692790985107,0.1292313039302826,-0.3561359643936157,0.9999132752418518,0.519710898399353,0.12908849120140076,-0.3561539053916931,0.9999237656593323,0.5474666953086853,0.13006727397441864,-0.24975793063640594,0.9998782277107239,0.5147733092308044,0.13042917847633362,-0.2436673939228058,0.9998173713684082,0.5411449074745178,0.16555485129356384,-0.3220362067222595,0.9999706745147705,0.5278655290603638,0.1671866774559021,-0.3203645348548889,0.9999640583992004,0.5781142711639404,0.223724365234375,-0.1438693106174469,0.9999725222587585,0.4852006435394287,0.22182902693748474,-0.1237720474600792,0.9999552965164185,0.5897833704948425,0.36007580161094666,-0.06849129498004913,0.9894888997077942,0.4685119688510895,0.3569582998752594,-0.05565869063138962,0.9498781561851501,0.6043580174446106,0.48268869519233704,-0.15725788474082947,0.960476815700531,0.45460668206214905,0.47410163283348083,-0.13702137768268585,0.9445486068725586,0.6077214479446411,0.5177565813064575,-0.18284015357494354,0.9341802597045898,0.448438823223114,0.5079061985015869,-0.15113317966461182,0.9037785530090332,0.6038092374801636,0.5181196928024292,-0.22373990714550018,0.9367201328277588,0.4522022604942322,0.5084121227264404,-0.18569841980934143,0.9116362929344177,0.6008715033531189,0.5083484053611755,-0.17413710057735443,0.9157649278640747,0.4557366967201233,0.4995739459991455,-0.15453514456748962,0.9043395519256592,0.5562954545021057,0.47282883524894714,-0.006152224261313677,0.9998671412467957,0.502394437789917,0.46849554777145386,0.0060496884398162365,0.9997385144233704,0.565619170665741,0.6658287644386292,-0.020469171926379204,0.9925529956817627,0.4903138279914856,0.6607875823974609,-0.008549315854907036,0.9724177122116089,0.5790277719497681,0.8508116006851196,0.09661892801523209,0.9950327277183533,0.4744322896003723,0.851493239402771,0.10656161606311798,0.9757563471794128,0.5757511854171753,0.8752797245979309,0.09919296950101852,0.8850106000900269,0.4797639846801758,0.8787816166877747,0.10972978174686432,0.9046386480331421,0.5891975164413452,0.90791255235672,-0.04328867793083191,0.9875715374946594,0.46313992142677307,0.9048440456390381,-0.03045722469687462,0.9697847366333008
down,0.5377889275550842,0.47740867733955383,-0.7128722071647644,0.9999955296516418,0.5419061183929443,0.45999810099601746,-0.7017888426780701,0.9999899864196777,0.5450068116188049,0.4576079845428467,-0.7018011808395386,0.9999869465827942,0.5481917262077332,0.45469996333122253,-0.7019311785697937,0.9999895691871643,0.532389760017395,0.46138903498649597,-0.7016010284423828,0.9999858140945435,0.5285035967826843,0.45985302329063416,-0.7016732692718506,0.999980628490448,0.5247204303741455,0.4576601982116699,-0.7016730904579163,0.9999829530715942,0.5532260537147522,0.4403943419456482,-0.5769051313400269,0.9999818205833435,0.5172638893127441,0.44447147846221924,-0.5755050778388977,0.9999677538871765,0.5425926446914673,0.48433753848075867,-0.6607428193092346,0.9999967217445374,0.5315717458724976,0.4865398406982422,-0.6603896617889404,0.9999950528144836,0.5828651189804077,0.4969030022621155,-0.43535447120666504,0.9999960064888,0.4874346852302551,0.4916851818561554,-0.4145699441432953,0.9999757409095764,0.593227207660675,0.645869255065918,-0.4452779293060303,0.9969520568847656,0.4727567732334137,0.6341361403465271,-0.41807228326797485,0.988618016242981,0.6052932143211365,0.7682478427886963,-0.5207191109657288,0.9903502464294434,0.4588587284088135,0.7604318261146545,-0.5052651762962341,0.9717562794685364,0.612324595451355,0.8044138550758362,-0.559779703617096,0.973426342010498,0.451453298330307,0.7949674129486084,-0.5440992712974548,0.9315384030342102,0.603671669960022,0.8053193092346191,-0.5842263102531433,0.9755763411521912,0.4593001902103424,0.7964988946914673,-0.5762516856193542,0.9372442364692688,0.6001565456390381,0.7995690107345581,-0.5325306057929993,0.9670308232307434,0.4638039469718933,0.7877450585365295,-0.5211747288703918,0.9246261119842529,0.5614734888076782,0.5881739854812622,-0.0027751391753554344,0.999970018863678,0.5109606981277466,0.5856062769889832,0.0029837540350854397,0.9999482035636902,0.5730648636817932,0.716320812702179,-0.2971079349517822,0.9797942042350769,0.48364296555519104,0.6946502327919006,-0.2863239645957947,0.9802765846252441,0.583541214466095,0.8704081177711487,-0.10673554986715317,0.98451167345047,0.4796414375305176,0.8684062361717224,-0.08734432607889175,0.9878222942352295,0.5804814696311951,0.8883000016212463,-0.09719441831111908,0.8490546941757202,0.4868956208229065,0.8934880495071411,-0.07660992443561554,0.9048486351966858,0.5965750813484192,0.9205952882766724,-0.2601380944252014,0.9773001670837402,0.4625016152858734,0.9157800674438477,-0.2305871993303299,0.9821046590805054
down,0.5341910719871521,0.4863765835762024,-0.70388263463974,0.9999966025352478,0.5387717485427856,0.46889403462409973,-0.6928219199180603,0.9999929070472717,0.5420584678649902,0.46676376461982727,-0.6928467154502869,0.9999900460243225,0.5450647473335266,0.46428924798965454,-0.6929779648780823,0.9999920129776001,0.5280622243881226,0.470429390668869,-0.6921282410621643,0.999988853931427,0.524107813835144,0.46893322467803955,-0.6921924352645874,0.999984085559845,0.5206835269927979,0.4667261242866516,-0.6921961903572083,0.9999855160713196,0.551066517829895,0.4509331285953522,-0.5699640512466431,0.9999839663505554,0.5146180391311646,0.45396360754966736,-0.5666924118995667,0.9999712705612183,0.5400546789169312,0.494282603263855,-0.6526908278465271,0.9999977946281433,0.5275790691375732,0.4966481924057007,-0.6516839861869812,0.9999962449073792,0.5811270475387573,0.5046190619468689,-0.43021973967552185,0.9999961853027344,0.484025776386261,0.5027074217796326,-0.4135745167732239,0.9999648928642273,0.5887864232063293,0.651432991027832,-0.4513019919395447,0.9970628619194031,0.4696081578731537,0.6465073227882385,-0.42828434705734253,0.9869651794433594,0.6047168374061584,0.7754279375076294,-0.5307425260543823,0.9897722005844116,0.45672839879989624,0.7681061625480652,-0.5168213248252869,0.9641428589820862,0.6109827756881714,0.8094602227210999,-0.5714352130889893,0.9694201946258545,0.4494146406650543,0.8045941591262817,-0.5564953088760376,0.914885938167572,0.603547215461731,0.8112033605575562,-0.5933866500854492,0.9721971750259399,0.45715779066085815,0.8058827519416809,-0.5869585275650024,0.9226348996162415,0.5995718240737915,0.8056104779243469,-0.541979193687439,0.9626492857933044,0.4613211750984192,0.7980595231056213,-0.5320936441421509,0.9061970114707947,0.5583568215370178,0.5921427607536316,-0.002612344454973936,0.9999818801879883,0.507893979549408,0.5905678868293762,0.002830956829711795,0.9999582767486572,0.5732130408287048,0.6959018111228943,-0.3277263045310974,0.9740372896194458,0.48253124952316284,0.6887170672416687,-0.30987221002578735,0.9728958606719971,0.5827725529670715,0.8679339289665222,-0.13357143104076385,0.9786915183067322,0.480479896068573,0.8684453368186951,-0.10949613898992538,0.9852476119995117,0.5798614025115967,0.8860381841659546,-0.12441770732402802,0.834265947341919,0.4872764050960541,0.8940300941467285,-0.09776036441326141,0.8928172588348389,0.5962425470352173,0.9182983636856079,-0.2855324149131775,0.9721121788024902,0.4628522992134094,0.9127241969108582,-0.25367096066474915,0.9780035018920898
down,0.532427966594696,0.48613521456718445,-0.70784592628479,0.999996542930603,0.5373147130012512,0.46918970346450806,-0.6961575746536255,0.9999920725822449,0.5408008694648743,0.4671829640865326,-0.6961880922317505,0.9999890327453613,0.5438627004623413,0.46480175852775574,-0.6963234543800354,0.9999907612800598,0.5265616178512573,0.47045233845710754,-0.6951990127563477,0.9999864101409912,0.5228135585784912,0.46911531686782837,-0.6952608227729797,0.9999809861183167,0.5196719765663147,0.467099666595459,-0.6952730417251587,0.999981164932251,0.5500568151473999,0.4528692960739136,-0.5730477571487427,0.9999816417694092,0.5140767097473145,0.4556494355201721,-0.568134605884552,0.9999641180038452,0.5387640595436096,0.4951333701610565,-0.6569293737411499,0.9999977350234985,0.526159942150116,0.49758678674697876,-0.6554514169692993,0.999995768070221,0.5805276036262512,0.5081514716148376,-0.4342190623283386,0.9999958872795105,0.4832238256931305,0.5075963139533997,-0.41563352942466736,0.9999539256095886,0.5886512398719788,0.652327299118042,-0.4552620053291321,0.9971340298652649,0.4702788293361664,0.6494807004928589,-0.4290151000022888,0.984628438949585,0.6047645807266235,0.7765421271324158,-0.535207211971283,0.9886944890022278,0.45820850133895874,0.7701640725135803,-0.5168488025665283,0.9558164477348328,0.6106007695198059,0.8092418313026428,-0.5752493739128113,0.9663966298103333,0.45110148191452026,0.8067076802253723,-0.5556418299674988,0.9001630544662476,0.6037492752075195,0.8105096817016602,-0.5972669720649719,0.9693161249160767,0.45764559507369995,0.8076671957969666,-0.5862051248550415,0.9086095690727234,0.6000157594680786,0.8045616149902344,-0.5464009642601013,0.957865834236145,0.46178990602493286,0.799915075302124,-0.5321505665779114,0.8877230882644653,0.5574108958244324,0.5950477719306946,-0.0025990318972617388,0.9999779462814331,0.5070918798446655,0.5929686427116394,0.002814880106598139,0.9999423027038574,0.5733768939971924,0.7005235552787781,-0.3341279923915863,0.9730595350265503,0.48276185989379883,0.6958203315734863,-0.3115648627281189,0.9734793305397034,0.5826534628868103,0.8681237697601318,-0.12434156239032745,0.9790342450141907,0.4806576669216156,0.8689566850662231,-0.09641808271408081,0.9857741594314575,0.5799980163574219,0.8875110149383545,-0.11294437944889069,0.8334006071090698,0.48751407861709595,0.8933514356613159,-0.08375461399555206,0.8984173536300659,0.5961804389953613,0.9172632098197937,-0.27485862374305725,0.968907356262207,0.4644700884819031,0.9141739010810852,-0.24012501537799835,0.9771443009376526
down,0.5321071743965149,0.4860019385814667,-0.7214064598083496,0.9999971389770508,0.5370827913284302,0.4692431092262268,-0.7095851302146912,0.9999929070472717,0.5405405759811401,0.4672532379627228,-0.709603488445282,0.9999906420707703,0.5435425043106079,0.464998722076416,-0.7097287178039551,0.9999916553497314,0.5264517068862915,0.47058865427970886,-0.7091449499130249,0.9999876022338867,0.5227444171905518,0.4694024324417114,-0.70921391248703,0.9999833703041077,0.5195638537406921,0.46750885248184204,-0.7092251777648926,0.9999827742576599,0.5493481755256653,0.4540136158466339,-0.5841366052627563,0.9999840259552002,0.5138601660728455,0.45650240778923035,-0.581461489200592,0.9999696612358093,0.5384496450424194,0.49536290764808655,-0.6695455312728882,0.9999980926513672,0.5260392427444458,0.4979996681213379,-0.6688081622123718,0.9999964833259583,0.5798357725143433,0.509602963924408,-0.441500186920166,0.9999964237213135,0.48255014419555664,0.5086708068847656,-0.4258749485015869,0.9999587535858154,0.5882068872451782,0.651202917098999,-0.4596520960330963,0.9974311590194702,0.4693984389305115,0.6486251950263977,-0.43825531005859375,0.9867303967475891,0.6056252121925354,0.7715518474578857,-0.5431836247444153,0.9892705678939819,0.45849448442459106,0.7687143087387085,-0.5273668766021729,0.9598951935768127,0.6114890575408936,0.8054962754249573,-0.5837358832359314,0.9680691361427307,0.45218873023986816,0.805052638053894,-0.5673432350158691,0.907920777797699,0.6043146848678589,0.8069977760314941,-0.606385350227356,0.9708132147789001,0.4598711133003235,0.8055943250656128,-0.5968826413154602,0.9156739115715027,0.6008108854293823,0.8013436794281006,-0.554624617099762,0.959284782409668,0.4634788930416107,0.7979661822319031,-0.5421861410140991,0.8942136764526367,0.5568321943283081,0.5968164801597595,-0.0024211055133491755,0.9999776482582092,0.506606936454773,0.5944534540176392,0.0026255748234689236,0.9999405741691589,0.5730236172676086,0.7033019661903381,-0.32803043723106384,0.9746000170707703,0.4824361205101013,0.6996079683303833,-0.3034142851829529,0.9748441576957703,0.5823463201522827,0.8683720231056213,-0.11436700820922852,0.9803149700164795,0.4806981086730957,0.8676940202713013,-0.08763345330953598,0.9860733151435852,0.5798966884613037,0.887945294380188,-0.10304329544305801,0.828741729259491,0.4872257113456726,0.8906533122062683,-0.07504208385944366,0.8996148109436035,0.5959391593933105,0.9175364375114441,-0.2672688663005829,0.9683804512023926,0.4652489721775055,0.9150800704956055,-0.23330792784690857,0.9772531986236572
down,0.5300607681274414,0.4723706841468811,-0.7286289930343628,0.9999971389770508,0.5347467660903931,0.45843544602394104,-0.7168442606925964,0.999991774559021,0.5381155610084534,0.4565364718437195,-0.7168622612953186,0.9999896883964539,0.5410046577453613,0.4541857838630676,-0.7170078158378601,0.9999899864196777,0.5244989395141602,0.459302693605423,-0.7153586149215698,0.9999858736991882,0.5209506750106812,0.45788201689720154,-0.7154163122177124,0.9999821782112122,0.5177185535430908,0.4557289183139801,-0.7154243588447571,0.9999802112579346,0.5460995435714722,0.4424377381801605,-0.5930656790733337,0.9999815821647644,0.5118836164474487,0.4444742500782013,-0.5857565999031067,0.9999692440032959,0.5367428064346313,0.48217591643333435,-0.6777061820030212,0.9999980330467224,0.5246204733848572,0.48346078395843506,-0.6755946278572083,0.9999964833259583,0.5781834125518799,0.5035536289215088,-0.45379942655563354,0.9999967217445374,0.4811989665031433,0.5048157572746277,-0.43025970458984375,0.9999632239341736,0.586138129234314,0.6410669684410095,-0.4694215655326843,0.9977522492408752,0.4695087969303131,0.6419863104820251,-0.434696763753891,0.9884890913963318,0.6055628657341003,0.7581542134284973,-0.5487156510353088,0.9907582998275757,0.4589940905570984,0.760821521282196,-0.5186706781387329,0.9637594223022461,0.6115384101867676,0.7937999367713928,-0.588141679763794,0.9726726412773132,0.45305880904197693,0.796947717666626,-0.5565083026885986,0.9162678122520447,0.6042491793632507,0.7947880029678345,-0.6128240823745728,0.9746058583259583,0.4602700173854828,0.7966155409812927,-0.586241602897644,0.9220364689826965,0.6008085012435913,0.7877103090286255,-0.5604329705238342,0.9636213779449463,0.46388500928878784,0.7860834002494812,-0.5332906246185303,0.8987515568733215,0.5566490888595581,0.5924142599105835,-0.0014889129670336843,0.9999749660491943,0.5055617094039917,0.5920950174331665,0.001616375520825386,0.9999332427978516,0.5731390118598938,0.7248097658157349,-0.2991052567958832,0.972817599773407,0.47986525297164917,0.7095905542373657,-0.26817506551742554,0.9738257527351379,0.582586407661438,0.867860734462738,-0.08557616919279099,0.9795222878456116,0.480515718460083,0.8660389184951782,-0.05249263718724251,0.986016571521759,0.5799329280853271,0.8863072991371155,-0.07410142570734024,0.8055024743080139,0.4869852662086487,0.8902232050895691,-0.04019509255886078,0.8940253853797913,0.5960851311683655,0.9178934693336487,-0.23909838497638702,0.9643265008926392,0.4638267159461975,0.9149075746536255,-0.1983402818441391,0.9771596789360046
